Gene	pos.pvalue	pos.fdr	neg.pvalue	neg.fdr
TSSERCC1	0.210766721044046	0.904861111111111	0.787765089722675	0.990556492411467
TSSETV6	0.0115823817292007	0.829591836734694	0.987438825448613	0.993924466338259
TSSFAM188A	0.0701468189233279	0.829591836734694	0.928058727569331	0.990556492411467
TSSGLTSCR2	0.937194127243067	0.999673735725938	0.0628058727569332	0.730188679245283
TSSGRIA2	0.11810766721044	0.829591836734694	0.881729200652529	0.990556492411467
TSSHNRNPM	0.345187601957586	0.963315217391305	0.654649265905383	0.982082324455206
TSSIK	0.987928221859706	0.999673735725938	0.0109298531810766	0.319047619047618
TSSING5	0.205220228384992	0.904861111111111	0.794779771615008	0.990556492411467
TSSKARS	0.263132137030995	0.946892655367231	0.736704730831974	0.990556492411467
TSSKEAP1	0.444698205546493	0.963315217391305	0.555301794453507	0.95887323943662
TSSLATS1	0.283849918433932	0.961325966850829	0.715171288743883	0.990556492411467
TSSLCP1	0.881239804241436	0.999673735725938	0.118760195758564	0.839080459770115
TSSMSMO1	0.346166394779772	0.963315217391305	0.652365415986949	0.982082324455206
TSSNF1	0.749592169657423	0.999673735725938	0.249918433931484	0.862592592592593
TSSNFE2L2	0.888091353996737	0.999673735725938	0.111745513866232	0.839080459770115
TSSNHP2L1	0.527732463295269	0.963315217391305	0.4721044045677	0.934591194968554
TSSOR5V1	0.969494290375204	0.999673735725938	0.0303425774877651	0.502564102564102
TSSPAX5	0.148123980424144	0.845967741935484	0.851712887438825	0.990556492411467
TSSPCDHGC4	0.0257748776508973	0.829591836734694	0.974061990212072	0.99351081530782
TSSPLK1	0.637846655791191	0.979949874686717	0.339641109298532	0.862592592592593
TSSPLXNB2	0.881076672104405	0.999673735725938	0.118923327895595	0.839080459770115
TSSPPAP2C	0.637846655791191	0.979949874686717	0.339641109298532	0.862592592592593
TSSPPIL2	0.303752039151713	0.963315217391305	0.696084828711256	0.990556492411467
TSSPRDM1	0.446492659053834	0.963315217391305	0.553507340946166	0.95887323943662
TSSPTCH1	0.0655791190864601	0.829591836734694	0.93442088091354	0.990556492411467
TSSRB1	0.709135399673736	0.999673735725938	0.290864600326264	0.862592592592593
TSSRBM5	0.92300163132137	0.999673735725938	0.0769983686786297	0.753030303030303
TSSRNF43	0.0303425774877651	0.829591836734694	0.968678629690049	0.992976588628763
TSSRPL3	0.924306688417618	0.999673735725938	0.0753670473083197	0.753030303030303
TSSRPL8	0.637846655791191	0.979949874686717	0.339641109298532	0.862592592592593
TSSRRM2B	0.764600326264274	0.999673735725938	0.234910277324633	0.862592592592593
TSSSERPINB8	0.264437194127243	0.946892655367231	0.735399673735726	0.990556492411467
TSSSESN2	0.124306688417618	0.829591836734694	0.875203915171289	0.990556492411467
TSSSLC24A1	0.637846655791191	0.979949874686717	0.339641109298532	0.862592592592593
TSSSLC7A1	0.890864600326264	0.999673735725938	0.107340946166395	0.839080459770115
TSSSMAD4	0.000489396411093024	0.300000000000024	0.999510603588907	0.999510603588907
TSSSNAPC5	0.637846655791191	0.979949874686717	0.339641109298532	0.862592592592593
TSSSNRNP200	0.00929853181076667	0.829591836734694	0.990701468189233	0.994108019639934
TSSSPHK1	0.944861337683524	0.999673735725938	0.0549755301794453	0.688
TSSSRGAP2	0.897226753670473	0.999673735725938	0.102773246329527	0.839080459770115
TSSSTK11	0.00163132137030997	0.500000000000005	0.99836867862969	0.999510603588907
TSSTGFB1	0.96557911908646	0.999673735725938	0.031973898858075	0.502564102564102
TSSTGFBR2	0.578303425774878	0.963315217391305	0.379934747145188	0.862592592592593
TSSTP53	0.371941272430669	0.963315217391305	0.627732463295269	0.978894472361809
TSSUCK1	0.895758564437194	0.999673735725938	0.103099510603589	0.839080459770115
TSSUSP24	0.971288743882545	0.999673735725938	0.0280587275693311	0.5
TSSWT1	0.543882544861338	0.963315217391305	0.456117455138662	0.934591194968554
TSSXPA	0.791517128874388	0.999673735725938	0.207504078303426	0.862592592592593
UCK1	0.413376835236542	0.963315217391305	0.584665579119086	0.972074468085106
USP24	0.171125611745514	0.845967741935484	0.828874388254486	0.990556492411467
WT1	0.992495921696574	0.999673735725938	0.00685154975530178	0.262499999999999
XPA	0.897716150081566	0.999673735725938	0.102283849918434	0.839080459770115
candidate5	0.0287112561174552	0.829591836734694	0.971125611745514	0.99351081530782
candidate50	0.447960848287113	0.963315217391305	0.550734094616639	0.95887323943662
candidate500	0.557748776508972	0.963315217391305	0.441761827079935	0.934591194968554
candidate501	0.956280587275693	0.999673735725938	0.0437194127243067	0.638095238095238
candidate502	0.986786296900489	0.999673735725938	0.0125611745513866	0.334782608695652
candidate503	0.933931484502447	0.999673735725938	0.066068515497553	0.75
